002267501,olsonkatie,16211989,05028902,2
002092574,chesznnstanley,06242004,01031918,01
002128690,gerwrayjmond,01186004,05151928,22
001225762,frosmargalet,09282002,06281917,02
002321520,bafordclayto,03042007,06241945,02
001386383,leejeffrey,05262001,02191954,0
001141388,greenedonald,10001971,14141902,2
001070615,pclevelandwilloiard,12001985,02041899,02
002246429,majaogeorgc,12004970,11261901,22
001328015,betkpsusan,10001985,20111943,22
001096483,gallienygmnes,11001912,05201856,22
001103396,henriksondoroghy,03221908,10211208,2
001162189,faheyhazel,04111988,05101894,0
001102929,ugallrupearle,07001482,06031914,22
002102291,paulbernlce,11001976,07161911,01
001148130,beauchesneemilyl,09001979,01081892,0
001363682,beebejanet,09242002,08311915,0
001181168,rhacelhenrw,05142000,12221922,02
002223750,wamboldtaletha,51001982,74081919,2
002207093,mcnheilmarilyn,04112001,01291929,0
001261863,wilsoncarbes,10005971,69231886,22
002090487,roylaurore,39102007,09951916,2
001521001,savardmildred,11001981,03011895,0
002145659,rifeikrhetah,03181006,08601919,22
001161018,fortierflorehnce,07132003,02191913,01
001202353,hillroy,06121999,05181928,0
002203225,fishbertha,05161991,04241901,0
001380711,laverdieregeorgette,09301922,12101620,2
001523552,colliashawedna,12221999,05061903,0
002260597,laibyanna,01001970,04221884,02
001017819,hnonflorence,03101978,04151894,22
002141281,carrolkathyn,05001977,10131916,02
002281615,crewsondouglas,05172006,03181928,2
001385653,dubreuill,05001979,07261947,0
002409011,howardclara,09001977,04241894,0
002141751,sayrsohn,03132996,07174904,22
001542755,gamclonkevi,08194001,02231965,22
002128359,evoskgrace,02006966,54081885,22
001522546,sylvainsimonle,10061983,02171858,2
002307232,hornaemedith,06001978,04261899,01
002052520,ohkeefepatrick,05101992,08051909,01
002035108,sinclairralph,89191989,05211991,2
002209142,apesrolland,10022000,07161929,01
002382348,companionmcrk,11801967,65231878,22
002077514,dakoulasaarthgur,07001969,02171892,02
001015708,preewilnred,02241993,06191916,22
002363272,gobdwinp,12001988,03181949,01
001168331,hughesudreh,03001973,08101888,02
002209516,lemirejepan,04001957,08061928,0
001015708,prevewilfred,06241993,03191916,0
002344144,walkerju,06802005,02231945,22
003011035,hautaniemikauko,03316996,09071318,2
002422121,colemaneleanor,07001986,01281911,0
002926072,laxdhenfray,10132010,04031933,02
001070623,dumontarthur,05001975,07061898,0
001564150,laaksonenhilda,05011990,03071914,0
002039551,barthffancis,04001980,07121897,01
001093852,obrilnnorman,10001975,08121907,01
001505666,pelkeyo,08001991,12021964,0
001301814,pennhingorris,06001972,09091909,22
001521582,aazeengadys,06001973,01221892,02
002483076,mardenrihnrd,05001918,08161357,22
002169794,bisshonalfred,06102004,12011919,0
001589656,hamiltonhazehl,01001989,05161909,0
001161728,wilberweston,04001944,07301898,2
002059907,bogersdrothy,12012000,01041912,01
002242688,bkerdois,04259002,07081931,22
001607940,fullertrr,04161996,09011961,02
001147057,gagnonleo,09001972,07131923,0
001280389,syedermuistjrobert,02201999,07151438,22
001364484,brantanna,05001984,05011884,01
002407757,godbohutrita,08172004,01131926,2
001052746,naudzaidunpaulena,06001982,06151891,01
002309180,wadecatherine,01081967,01276904,2
002107375,driscolldaniel,06121998,09111909,0
001144582,kurylopckwasil,10001978,02171920,0
001095797,londonkennieth,06001962,08201912,02
002014844,gagnonlorette,03007989,03191912,2
001097892,williamsmabelh,05001975,03151891,0
001093299,lanecalrl,08151993,01201909,01
002263098,mitchellyalon,01001570,09721890,22
001098350,dresprespaul,12001974,08081914,01
002092715,beotesevangelos,11001987,02151894,0
001129481,monroerosalee,02011989,06131970,2
001243761,allenangie,06001989,03141897,2
002149619,smithmalcolm,05001980,12231923,0
001033904,jalbertarmadice,05001971,08181906,0
001032777,wilsoncharlorte,03001972,09021887,01
002228970,phiipstheodore,07051999,11179932,22
